created_at,text,Complaint,Type,exists
2018-06-12 16:26:31+00:00,Check out â™»ï¸ðŸ“· FAULTY PANASONIC LUMIX G1 DMC-G1 DIGITAL CAMERA - UK SELLER #Panasonic https://t.co/oVemxpNK8f via @eBay,No,None,FALSE
2018-06-10 15:37:56+00:00,"@SamsClub @panasonic @PanasonicUSA Does #SamsClub know how BAD they make #Panasonic LOOK?
 
 #SamsClub sells #Damaged #USED @panasonic merchandise
 @FedEx drops the poorly packaged box &amp; runs
 #whiteglove
 baseball mitt
 
 I'm BEYOND disappointed after ALL the purchases!
 
 https://t.co/LvhTjXdwRo",Yes,Product Complaint,TRUE
2018-06-07 22:28:32+00:00,"Lunchtime fun... The Toughbook Doctor is back! Haven't fully disassembled a CF-52 in a while! I'm doing a deep clean and thermal paste replacement on my Panasonic CF-52 MK2. My MK3 should be here next week and I'm excited!
 
 @panasonicusa @pansonic_toughbook #panasonic #toughâ€¦ https://t.co/s9wA3r9tws",No,None,FALSE
2018-06-03 06:56:02+00:00,@PanasonicIndia I have not expected such poor customer saticefaction from #panasonic.worst services from anasonic.,Yes,Service Complaint,TRUE
2018-05-31 15:05:42+00:00,Check out New Panasonic KX-FA133 Replacement Film 656 ft each Factory Sealed Lot of 2 #Panasonic https://t.co/GfR4E9jQV3 via @eBay,No,None,FALSE
2018-05-30 23:33:07+00:00,#Panasonic #Avionics FCPA Settlement Will See Company Pay $137.4 Million #fraud https://t.co/YlGx6IsPMm,No,None,FALSE
2018-05-28 13:16:17+00:00,"@jasonbrereton @panasonic @PanasonicUK @PanasonicUSA Hope someone can see and sponsor you a #panasonicgh5 camera.
  #panasonic #gh5 @panasonic @PanasonicUK @PanasonicUSA #Ambassador #gh5ambassador #videoproduction",No,None,FALSE
2018-05-28 03:32:59+00:00,"I loved shooting on my #sony nx5u for the past 7 years,but now Im ready to switch to a smaller camera system to shoot some new #caribbean documentries,who can sponsor me a #panasonic #gh5 camera. @panasonic @PanasonicUK @PanasonicUSA #Ambassador #gh5ambassador #videoproduction https://t.co/5N86YcRLEf",No,None,FALSE
2018-05-26 21:25:02+00:00,@johnlewisretail Thanks for selling me tvs that canâ€™t access BTSports app and canâ€™t show ITV and Ch4 catch up. Last time I listen to you #pooradvice #Panasonic,No,None,FALSE
2018-05-26 12:54:33+00:00,Check out âš ï¸ðŸ“¹FAULTY - PANASONIC NV-GS75 DIGITAL VIDEO CAMCORDER MINIDV - UK SELLER #PANASONIC https://t.co/5tCJ8zjAKw via @eBay,No,None,FALSE
2018-05-26 11:30:13+00:00,"Need a hands-free,no-nonsense controller to maintain heating and cooling in a room? The #Panasonic Econavi sensor senses presence in a room,adapting to improve comfort or maximise energy efficiency. #AC #AirCon https://t.co/vvvSAD8o9G",No,None,FALSE
2018-05-26 02:21:22+00:00,"How to replace your old TV bracket with a new TV bracket in Singapore
 
 https://t.co/riRq54jiuc
 
 #tvbracketsingapore #tvmountingsingapore #tvwallmountsingapore #television #tvracksingapore #tvinstallersingapore #Samsung #Philips #LG #Sony #Toshiba #Panasonic #Shyworth #Akira https://t.co/cQkUWzovrJ",No,None,FALSE
2018-05-20 08:03:09+00:00,So it finally took a tweet to @panasonic and @PanasonicIndia to get the speaker on a #Panasonic #plasmatv replaced! You need to get your act together folks. Not expected from a #Japanese #leading #brand,Yes,Service Complaint,FALSE
2018-05-18 05:35:08+00:00,"#Panasonic WES035P #Replacement Vortex #HydraClean #Solution #Cartridges for Menâ€™s #Shaver #Systems,3 #count: #Panasonic WES035P Vortex Cleaning Cartridge Replacements (3-Pk) for Panasonic Menâ€™s Shavers Product Features Works with all Panasonic Vortexâ€¦ https://t.co/QuTU4p6Rgk",No,None,FALSE
2018-05-15 18:23:26+00:00,"@Panasonic_mob This is the last attachment with yr #Panasonic brand,Very very poor in service department,bye bye #Panasonic",Yes,Service Complaint,FALSE
2018-05-15 14:51:50+00:00,Jennifer giving a presentation on #portrait #photography at @huntsphotovideo this past weekend. #togetherinstyle #maringvisuals #lumixgh5 #wherelumixgoes #panasonic #lumixambassador #youtuber #youtubechannel https://t.co/WKIJhxQ3Ry,No,None,FALSE
2018-05-14 06:02:51+00:00,Please check @PanasonicIndia records for complaint number. I will share the receipt given by your service franchisee from #Pune #india #panasonic #poorservice #plasmatv https://t.co/OhkreF6SnR,Yes,Service Complaint,TRUE
2018-05-14 02:30:49+00:00,@panasonic @PanasonicIndia surprised to receive poor service from #Panasonic for #plasmatv. Technician charged for visit 3 weeks back. No #feedback after that. Calls not answered! #feelingcheated #Panasonic,Yes,Service Complaint,TRUE
2018-05-13 17:45:43+00:00,"Why #Lenovo #ThinkPad's are awesome:
 
 - Awesome build quality [only #Panasonic #ToughBook's &amp; other #RuggedNotebooks do better!]
 - Easily maintainable &amp; easy to source original parts [at least as whole field-replaceable unit!]
 - excellent customer support
 
 https://t.co/2eGDaa4vJE",No,None,FALSE
2018-05-10 01:56:30+00:00,Check out NEW Genuine PANASONIC KX-FA136 Fax Toner Replacement Ink Film 2 Roll Pack. #Panasonic https://t.co/n3KIfUwUrX via @eBay,No,None,FALSE
2018-05-09 06:49:56+00:00,HOW TO REPLACE FRONT WHEEL BEARINGS without PRESS #Panasonic #Instagram #HondaOdyssey #Amazon.com #Sony... https://t.co/XoOcrjoFI3 https://t.co/k1i4aD0wdB,No,None,FALSE
2018-05-09 04:37:42+00:00,@PanasonicIndia sent a #demo or #damaged #panasonic #refrigerator and Iâ€™m struggling to get replacement via #Chennai dealer @VasanthAndCo #cheated #poorresponse @panasonic https://t.co/6j5RyzFUPu,Yes,Service Complaint,FALSE
2018-05-07 22:22:27+00:00,"@NINTENthusiast #Nintendo has long been at a disadvantage to #Sony &amp; #Microsoft due to their diverse non-gaming technology revenue streams,if Ninty bought #Nvidia or #Panasonic or #HTC they'd immediately be able to expand their revenue base #ROI",No,None,FALSE
2018-05-07 18:40:28+00:00,"To #deregister a set of #Panasonic #cordless phones, base station &amp;amp; 2 handsets Model: #KX-TGC360.
 (Online manual showed no option to delete phone list or reset to factory defaults.)
 FIXED using this which features a different model:Â ... https://t.co/MIOPCmJD0W",No,None,FALSE
2018-05-07 18:39:59+00:00,"To #deregister a set of #Panasonic #cordless phones, base station &amp;amp; 2 handsets Model: #KX-TGC360.
 (Online manual showed no option to delete phone list or reset to factory defaults.)
 FIXED using this which features a different model:Â ... https://t.co/sZ6D1qw4Zm",No,None,FALSE
2018-05-07 09:02:38+00:00,#PanasonicP95 Launched In India https://t.co/bTfwzWM44u via @iamprasadtech #panasonic #panasonicindia #prasadtechintelugu,No,None,FALSE
2018-05-06 11:35:03+00:00,"Today,technology helps many people from doing their manual labor. So,replace that regular whiteboard to our electronic whiteboard. #Panaboard #panasonic #Manshabrothers https://t.co/jPX2BvGX8u",No,None,FALSE
2018-05-05 18:20:55+00:00,The #SEC announces that #Panasonic will pay more than $143M to resolve charges of the #FCPA and accounting #fraud violations involving its global avionics business. https://t.co/KxojlbpOMD,No,None,FALSE
2018-05-05 17:05:46+00:00,#Panasonic to pay $143M to settle #FCPA charges and accounting #fraud violations. https://t.co/kwBQuoSNvo,No,None,FALSE
2018-05-02 16:58:32+00:00,"Thinking about switching from my present #sony camera to probably the #panasonic gh5, to shoot all my Caribbean documentaries and live events .... 
 I Wonder if @PanasonicUSA @panasonic @PanasonicUK @panasonic needs a brand ambassador for their #gh5 in the Caribbean",No,None,FALSE
2018-05-02 14:02:57+00:00,"SEC orders #Panasonic to pay $143M for #FCPA and accounting fraud violations
 https://t.co/npxAj4EJm7 https://t.co/nJPMo2D5Ce",No,None,FALSE
2018-05-02 01:09:15+00:00,#Panasonic to pay $143M to settle #FCPA charges and accounting #fraud violations. https://t.co/kwBQuoSNvo,No,None,FALSE
2018-05-01 01:19:00+00:00,The #SEC announces that #Panasonic will pay more than $143M to resolve charges of the #FCPA and accounting #fraud violations involving its global avionics business. https://t.co/KxojlbpOMD,No,None,FALSE
2018-04-30 19:07:28+00:00,#Panasonic Charged With FCPA and #Accounting Fraud Violations https://t.co/9gJr6hhgUV,No,None,FALSE
2018-04-30 16:34:57+00:00,Check out PANASONIC Cordless KX-TGA402 DECT6.0 Handset Expansion Replacement Phone only #Panasonic https://t.co/Xm9YuFxEHZ via @eBay,No,None,FALSE
2018-04-29 14:23:46+00:00,Check out New Panasonic KX-FA133 Replacement Film 656 ft each Factory Sealed Lot of 2 #Panasonic https://t.co/tTItJxcH7g via @eBay,No,None,FALSE
2018-04-28 16:15:57+00:00,"Fairwell my old friend,after 32yrs of loyal service it's time to say goodbye.. @PanasonicUK thank you. #Panasonic #21stbirthdaypresent #sadday #Goodbye ðŸ˜¢ðŸ˜ŸðŸ‘‹ https://t.co/uXLR83txep",No,None,FALSE
2018-04-27 00:33:33+00:00,"So, finally catching up on The Missing, series two. Superb performances and story. Sadly, the #Panasonic DVR screwed up repeatedly and cut off before each episode ending. A widely reported issue, it seems.
 Hoping the last one is there or I will be grumpy as ....",No,None,FALSE
2018-04-25 23:08:08+00:00,Why has diga player app stopped working (Cannot connect) @PanasonicUK ? Also no reply from support. Not just me from feedback in play store!! Very poor customer service. Cannot use the main feature I purchased a Â£400 machine for. Won't be buying #panasonic again ðŸ˜,Yes,Service Complaint,TRUE
2018-04-25 06:10:58+00:00,@GodoxPhoto is a #pathetic company who don't even have #Godox TT350o flash stocked anywhere in India. Their #stupid #marketing team should be #kicked in the #butt for ignoring a sizable market share of #Olympus and #Panasonic users here. #BadMarketing #Blackmail #WTF #Shame https://t.co/zhX2DGz5pG,No,None,FALSE
2018-04-24 08:34:19+00:00,Busted #Panasonic headphones. Second pair to break. Modelled prototype replacement in #onshape printed on #prusai3mk3. https://t.co/1HgSythj1K,No,None,FALSE
2018-04-23 11:13:50+00:00,"On #EarthDay2018 #International #Award #Winning #Photo #Journalist &amp; #Panasonic #Camera #Ambassador @SATPAL__SINGH hold Mobile #Photography_Workshop at #river #Gomati, #Mohammadi #Kheri 
 
 This activity was part of @SaveGomati #campaign 
 
 #SaveGomati #SaveGomatiCampaign #EarthDay https://t.co/zHiBTVQQ8R",No,None,FALSE
2018-04-20 23:26:58+00:00,"#Canon needs three things to stand up to competition from #Sony and #Panasonic.
 
 1. Really good focus peaking
 
 2. IBIS
 
 3. 4K, with a GOOD codec and #DualPixel autofocus. (that new #M50 had pretty lousy looking 4K quality... jittery and poor focus)",No,None,FALSE
2018-04-19 01:11:49+00:00,The adaptor for #Dewalt #powertool #toolbattery #replacementbattery #cordlesstool #Makita #Hitachi #Ryobi #SAMSUNG #AEG #SONY #Panasonic #Dyson #Milwaukee #Bosch https://t.co/57loRj7qs9,No,None,FALSE
2018-04-18 13:55:36+00:00,"I feel like owning a #wiiu even back when it first came out would be like me owning a #Panasonic #3D0 back when it first came out,yea the concept was cool and it had some good games,you knew it wasn't going to do or age well. is it sad that I felt the same when I got my #Wii",No,None,FALSE
2018-04-14 08:50:15+00:00,"Misfits
 -
 Been having fun with this pair of misfits over the last few days. #Panasonic #LumixGX800 + #Nikkor 50mm f/1.2 via #Beschoi #nikon G - #MFT mount adapter. An odd couple
 -
 #Panasonic #Lumix #LumixGX800 #nikkor #beschoi #Lensadapter #bokeh #nightphotography #flare #Lens https://t.co/iMY4cZZx3h",No,None,FALSE
2018-04-10 13:15:19+00:00,Helping create bonds and irreplaceable moments #Panasonic #PlatinumPower #PowerTheExperience https://t.co/gMygNYLOUA https://t.co/kZS5Ab8MYm,No,None,FALSE
2018-04-08 09:54:30+00:00,"@PanasonicIndia Poor service from you for AC. 
 No cooling effect. 
 What is the service done for? 
 Complaint raised for the same: 813388
 Please look into this fast.
 #poorservice
 #Panasonic",Yes,Service Complaint,TRUE
2018-04-08 03:51:45+00:00,"Home Fair in persada now !!
 Come and visit us to get the exclusive promotion and free gift !
 Don't miss out :)
 
 #sharp #lg #samsung #panasonic #midea #lionmas",No,None,FALSE
2018-04-07 05:10:07+00:00,"Home Fair in persada now !!
 Come and visit us to get the exclusive promotion and free gift !
 Don't miss out :)
 
 #sharp #lg #samsung #panasonic #midea #lionmas",No,None,FALSE
2018-04-06 01:00:46+00:00,".@PanasonicUSA I'm a patient person but I've been waiting since January for you to replace the micro tray that was BROKEN at PURCHASE. I also don't think I should have to chase YOU for updates
 # DO BETTER #CustomerService #Panasonic # failure https://t.co/IU4l2EK70D",Yes,Service Complaint,FALSE
2018-04-05 17:09:10+00:00,Check out Panasonic Cordless Phone Handset Replacement Only Silver KX-TGA101S #Panasonic https://t.co/Py2DYoTnFA via @eBay,No,None,FALSE
2018-04-04 01:16:28+00:00,"#Panasonic,Refgrt complaint R300318746627,falsely diagnosed as comprsr fault by ur team; found out it was nt faulty; u cheated Rs 17000. https://t.co/mlql39OuUA",Yes,Service Complaint,FALSE
2018-04-02 18:49:43+00:00,"Hereâ€™s a short video I shot on my #Panasonic #LUMIXGH5 using the #Leica 25mm f/1.4 lens. 
 
 Song â€œRoom On A Cloudâ€ is by Uriah.
 
 Shout out to @LumixUK @LumixUSA for making an amazing product!!! Hey can I be an ambassador please and send me the Leica 42.5mm #portrait lens ðŸ˜ https://t.co/XZE5MNdyBg",No,None,FALSE
2018-04-01 05:09:33+00:00,"Smartphones Panasonic HHR-P104 Cordless Phone Battery 3.6 Volt,Ni-MH 850mAh â€“ Replacement For PANASONIC ... via smartphones #850mAh #HHRP104 #replacement #battery #NiMH #Volt #TelephoneAccessories #panasonic #phone #Cordless https://t.co/rI8RXczfzD",No,None,FALSE
2018-03-30 18:12:51+00:00,I've had to dump a 27 month old Bluray player. Still had the original remote batteries! @PanaService_UK not interested after 12 months. No more #Panasonic av stuff for me! #poorshow,No,None,FALSE
2018-03-28 15:26:48+00:00,Check out New Panasonic KX-FA133 Replacement Film 656 ft each Factory Sealed Lot of 2 #Panasonic https://t.co/czlNqbhpXk via @eBay,No,None,FALSE
2018-03-24 18:54:19+00:00,"When Panasonic brings gear to Drink and Click events around the USA they mean it. What a collection of beautiful glass.
 
 Drink and Click Pasadena, California last Thursday night. 
 #Panasonicg9 #panasonic #lumixphotography #lumixlens #lumix",No,None,FALSE
2018-03-22 22:09:56+00:00,@PanasonicIndia @PanasonicIndia Services are extremely poor.Even after a month the service eng is unable resolve the the issue #Panasonic servicespathetic.The service manager of Kolkata branch Miss Debomita Basak is incapable of delivering the same ticket #donotbuypanasonic,Yes,Service Complaint,FALSE
2018-03-21 07:25:24+00:00,It has been two days past still I have not received any revert to my tweet and also 7Days past for my written #complaint. Such type of service really think to associate with your brand #Panasonic https://t.co/U0mA6TCDxa,Yes,Service Complaint,TRUE
2018-03-21 07:23:52+00:00,@Panasonic_mob It has been two days past still I have not received any revert to my tweet and also 7Days past for my written #complaint. Such type of service really think to associate with your brand #Panasonic,Yes,Service Complaint,TRUE
2018-03-18 08:06:17+00:00,Saddam Hussein: The Butcher Of Baghdad (Kindle Edition) https://t.co/pvX9FQBfdy #Bolton #businesswoman #Panasonic #AliciaKeys,No,None,FALSE
2018-03-17 13:23:41+00:00,â€œYou educate a man; you educate a man. You educate a woman; you educate a generation.â€ Women empowerment is way to different from feminism. So respect what is right on women empowerment and critisize what is wrong on name of feminism. #ForHer #Panasonic https://t.co/ILWreJGi18,No,None,FALSE
2018-03-16 06:55:52+00:00,#lumixg7 #panasonic #panasonicg7 you can't go wrong!!#landscapephotography #landscapeloverâ€¦ https://t.co/PCExuGJ3NR,No,None,FALSE
2018-03-15 23:11:20+00:00,Saddam Hussein: The Butcher Of Baghdad (Kindle Edition) https://t.co/MmHdEQE1Sb #Chatham #fashionaddict #Panasonic #DemiLovato,No,None,FALSE
2018-03-15 15:50:53+00:00,Just taken delivery of 3 'like new' Panasonic Lumix G80s to replace my faithful G5s that have seen me through the last 12 months. The G80s have an excellent spec and feel well balanced. Can't wait to get stuck in. Supplied by MPB exactly as described. Perfect. #lumixG #Panasonic,No,None,FALSE
2018-03-15 08:12:39+00:00,"@ukphotoshow is nearly here! 
 
 Come see the #Panasonic @LumixUK team and Ambassadors to chat all things Lumix from 17th-20th March, stand D41!
 
 Weâ€™re a friendly bunch and wonâ€™t bite, promise :)
 
 PS - Please bring me latte ðŸ™ðŸ½â˜•ï¸ ðŸ˜ https://t.co/x3JW1hprwi",No,None,FALSE
2018-03-14 12:41:23+00:00,"Just commissioned new electronics to replace useless #Panasonic ""smart"" (!) TV functionality. Initially liked Roku and Humax. But they won't play TrueHD from my media server. =&gt; Kodi on Linux box to debug transcoding. SO MUCH BETTER! Why can't companies use it? IT JUST WORKS!",No,None,FALSE
2018-03-14 01:12:30+00:00,Check out Panasonic KX-FA55 Replacement Film Pack Fax New - Fast Shipping #Panasonic https://t.co/jieMFdhS4o via @eBay,No,None,FALSE
2018-03-13 10:18:35+00:00,"Poor store keeper runs from morning till night to clear the warehouse!
 
 See the new #smarttv/#hbbtv game preview. We are about to release it to #Samsung #tizen, #LG #webos, #vewd and #Panasonic QA. https://t.co/H7G0JRPH5e",No,None,FALSE
2018-03-09 21:28:39+00:00,"@PanasonicUSA Your policy on $18 nose trimmer,that has short-lasting blade,is to contact your parts company for a $13 replacement blade? My blade stopped working within the warranty period too... Not-so-friendly service,unfair policy,might have to shift brands #panasonic https://t.co/K2wf02DFlH",Yes,Service Complaint,FALSE
2018-03-09 17:26:56+00:00,About to enter wk 8 with no heating #Panasonic tech support did not ring back this afternoon despite promising a return call within one hour. Shame on you #Panasonic for poor customer service.,Yes,Service Complaint,TRUE
2018-03-08 09:22:09+00:00,Whats wrong with this picture? I found this funny and pointless by #Panasonic to have a front page of a manual in English with no instructions in that language! (English version is on the CD) #avtweeps #FAIL https://t.co/4xEqyK2CJP,No,None,FALSE
2018-03-08 09:08:41+00:00,Happy 100th birthday to #Panasonic! So honoured &amp; excited to be a part of the family - sharing stories and making films using their incredible technology as an ambassador! ðŸŽ¥ðŸŽ‰ðŸŽŠ #Panasonic100th @PanasonicProEU @LumixUK @TheVaricam #womeninfilm #womenintech ðŸŽ¥ðŸ¾ https://t.co/zRgwWb59yr,No,None,FALSE
2018-03-06 09:53:18+00:00,"2 one month old #Panasonic looking old and second hand after 6 repair jobs on one month old brand new split A/cs. 
 Last Panasonic product ever used by me in this lifetime.
 Thank you Mr. @_Manish_Sharma_ for pathetic products and worst services. https://t.co/5hGp2Wt7JP",Yes,Service Complaint,FALSE
2018-03-04 10:32:07+00:00,"@Huw_Merlin @elonmusk Even the #battery he ""built"" for us, is a #Panasonic patent.
 Don't get me wrong, I like the bloke. I think its great that his original plan was to #FURTHER #TELSATHEMAN'S original plan, of giving the people #FREEENERGY.",No,None,FALSE
2018-02-28 16:21:35+00:00,We love to share and inspire! Join us at the #Panasonic #Lumix booth for exquisite portrait lighting demonstrations at #wppi2018 #lumixg9 #lumixambassador #wherelumixgoes #profotousa https://t.co/SOc1XyLKaH,No,None,FALSE
2018-02-22 16:16:18+00:00,Check out Panasonic PNLC1017 Cordless Phone Replacement Charger Hub - Black #Panasonic https://t.co/lQ8GCsnvFY via @eBay,No,None,FALSE
2018-02-22 16:15:49+00:00,Check out Panasonic PNLC1017 Cordless Phone Replacement Charger Hub - Gray #Panasonic https://t.co/5iHnhTm9B9 via @eBay,No,None,FALSE
2018-02-21 15:07:01+00:00,... via Point &amp; Shoot Cameras #Lens #camera #Accessory #Micro #more #Replacement #10pc #digital #LUMIX #Mirrorless #Panasonic #VarioElmarit #Leica #Bundle #O.I.S #1260mm #Batteries #Four #CompactSystemsCameras #ASPH #Includes ... https://t.co/8FKpxsPcrw,No,None,FALSE
2018-02-19 18:56:56+00:00,Panasonic WER9606P Hair Trimmer Replacement Blade https://t.co/mXCbSLGKpV #Panasonic https://t.co/K0f6IK1l4K,No,None,FALSE
2018-02-17 03:33:40+00:00,"Learn how to create such magical #Macro #shots from #Master #LensMan &amp; #Panasonic #Camera #Ambassador #Satpal_Singh in Two- Day #Bird &amp; #NaturePhotography #Photography #Workshop on 10- 11 March in Asola Bhatti #Wildlife Sanctuary #New_Delhi. 
 
 Check out: https://t.co/y4ZVyiuWC9 https://t.co/l4dGm9EkU4",No,None,FALSE
2018-02-14 15:26:52+00:00,"#Panasonic #Lumix #GX9: For me it is a nice GX7 successor: tiltable viewfinder, built-in flash, similar in size and weight to GX7. I've skipped the GX8 and GX85 because one of the above 3 parameters were not like in GX7. I'll replace my GX7 with GX9.
 https://t.co/gmIMTta8Zg",No,None,FALSE
2018-02-14 09:31:16+00:00,The #Canon #200D / #SL2 is like a baby #80D ðŸ˜ reviews on these and why I replaced the #Panasonicâ€¦ https://t.co/oKfXxHIf8J,No,None,FALSE
2018-02-09 20:21:03+00:00,"Our EcoAqua EFF-6032B is a high-quality, WRAS certified compatible replacement for the #Panasonic CNRAH-257760.
 
 Get excellent levels of filtration at a fraction of the cost! ðŸ’¦
 
 âž¡ï¸ https://t.co/73rAuYZLJz https://t.co/VGAAw1fMvP",No,None,FALSE
2018-02-09 15:42:39+00:00,"The first photography with a new camera !
 #panasonic #lumix #GX7MK2 #SUMMILUX #15mmf1point7ASPHâ€¦ https://t.co/osrHsAdiDk",No,None,FALSE
2018-02-08 20:21:39+00:00,"#Nissan,#Honda,#Toyota,#Panasonic etc people take note. Not really a question of â€˜did you vote to be poorerâ€™ any more,just â€˜how much poorerâ€™. Sadly. https://t.co/WlTUsVbCph",No,None,FALSE
2018-02-04 11:41:37+00:00,"Me: Hi #Panasonic, I have a question about my tv.
 Tech: (calls me by wrong name) That will be $9.99 to ask. The tv is out of warranty.
 Me: It's not a warranty issue, I just have a question about hooking up to a computer.
 Tech: $9.99
 Me: #LostACustomer",Yes,Service Complaint,FALSE
2018-01-31 20:21:02+00:00,"Our EcoAqua EFF-6032B is a high-quality, #WRAS certified compatible replacement for the #Panasonic CNRAH-257760.
 
 Get excellent levels of filtration at a fraction of the cost!
 
 âž¡ï¸ https://t.co/MVCZVF3KRJ https://t.co/5YKHAFZQZ3",No,None,FALSE
2018-01-31 06:12:14+00:00,"Today,technology helps many people from doing their manual labor. So,replace that regular whiteboard to our electronic whiteboard. #Panaboard #panasonic #Manshabrothers #technology #electronicwhiteboard https://t.co/gVzNPT6G4a",No,None,FALSE
2018-01-29 01:29:24+00:00,"Dive trek
 
 #lumixgh5s #gh5s #lumixambassador #theoneforme #travel #panasonic #proshooting #colorâ€¦ https://t.co/hrBHUOKh52",No,None,FALSE
2018-01-26 16:22:26+00:00,Check out New Panasonic KX-FA133 Replacement Film Factory Sealed Lot of 2 #Panasonic https://t.co/59euuQW0u6 via @eBay,No,None,FALSE
2018-01-22 19:29:53+00:00,"Blencathra aka Saddleback,Northern Fells,E: 868m. #lakedistrict #panasonic #lumix #35mm https://t.co/5Wp0ninnGH",No,None,FALSE
2018-01-20 20:34:07+00:00,"I see the light!
 
 #lumixgh5s #gh5s #lumixambassador #theoneforme #travel #panasonic #proshootingâ€¦ https://t.co/g6A1ddBJVC",No,None,FALSE
2018-01-19 17:47:06+00:00,"Ice diver...
 
 #lumixgh5s #gh5s #lumixambassador #theoneforme #travel #panasonic #proshootingâ€¦ https://t.co/2t0pliBdLW",No,None,FALSE
2018-01-17 16:37:41+00:00,"Thanks @Dainik_Jagaran @DainikBhaskar @Live_Hindustan 
 
 #NBPA #Panasonic_Lumix_Camera_Ambassador #Satpal_Singh #India #Digital_Camera #mirrorless #technology #LumixStories #Digital #LearnPhotography #Panasonic #ambassador #New_Delhi #Lakhimpur_Kheri #Uttar_Pradesh #Photography https://t.co/nEibswKvpZ",No,None,FALSE
2018-01-17 16:20:08+00:00,"Happy to share that I have been appointed #NBPA #Panasonic_Lumix_Camera_Ambassador for 2018.
 
 A new #Lumix #GH5 with #Leica 12- 60mm f/2.8-4 has arrived &amp; I am excited to work with this #mirrorless highly #advance #technology .
 
 #SatpalSingh #Satpal_Singh_Photography #Panasonic https://t.co/mQXNqkNxFb",No,None,FALSE
2018-01-17 05:47:25+00:00,"Services of LG sucks
 They tend to annoy customer in name of A.C AMC
 #customerservice #LG #Samsung #Panasonic #LGAC #hitachi #badservice #amc",No,None,FALSE
2018-01-16 21:52:02+00:00,Information used in the chart is wrong/outdated for large companies: 1) LiFP is no longer the chemistry of choice of the #Fisker #Karma; 2) LiCoO2 was never the chemistry of choice of #Panasonic &amp; #Tesla; 3) LiMnO is no longer the chemistry of choice of the #Chevy #Volt. #lithium https://t.co/78xreScy1F,No,None,FALSE
2018-01-15 12:15:53+00:00,Check out Panasonic Genuine Black Fax Ink Replacement Film 656ft - 2 Rolls KX-FA136 #Panasonic https://t.co/I9LFhmkX6z via @eBay,No,None,FALSE
2018-01-14 18:00:23+00:00,"#TheHoneyTrap. #Hollywood bad bees? So you've bought yourself a #Samsung,#Denon,#Sony,#Panasonic,#LG etc. #DVD #Blu-ray player. All is well - until you test an imported #disc. Instead of movie honey - a wrong #region message! #Unlock #code sequences by the ton to the rescue! https://t.co/x9a46pI5QA",No,None,FALSE
2018-01-14 16:36:09+00:00,"@43rumors Sad how I've been banned from this site,yet every now &amp; then,somebody leaves a comment using my name,#MrALLCAPS. Guess I'm still popular around these parts... #GOMD #fourthirds #microfourthirds #M43 #Panasonic #olympus #fujifilm https://t.co/9ecTHOckBE",No,None,FALSE
2018-01-12 16:42:58+00:00,"Getting sick of almost losing the viewfinder protector and now actually losing it. Where can I get a replacement? 
 
 Who is the genieus behind this???
 
 I have tye GH5 for two weeks and it fell off over 10 times.
 
 @PanasonicProEU @panasonic @PanasonicUK #gh5 #panasonic",Yes,Service Complaint,FALSE
2018-01-11 12:19:09+00:00,"Hi @_Manish_Sharma_ Please set Escalation Matrix and SLA with your customer service guys,#Panasonic is Useless in solving the Issue which is from 2 months...Annoyed with your team responsibility and responsiveness...Sad",Yes,Service Complaint,FALSE
2018-01-09 20:21:17+00:00,Check out â™»ï¸FAULTY - PANASONIC LUMIX DMC-FT2 14MP DIGITAL CAMERA - ORANGE - UK SELLER #Panasonic https://t.co/BvjF8apgZq via @eBay,No,None,FALSE
2019-12-30 10:42:02+00:00,Panasonic #Panasonic battery plant #batteryplant #Computers &amp; Electronics Panasonic says labour shortages resolved at electric battery plant via https://t.co/oKeARFvm3x,No,None,FALSE
2019-12-20 16:05:59+00:00,Check out Panasonic TV Remote Control N2QAYB000706 Replacement Genuine Original #Panasonic https://t.co/sNevAY67pa via @eBay,No,None,FALSE
2019-12-20 12:21:04+00:00,@CarrefourUAE Imagine I am complaining since NOVEMBER 2018 â€œIMAGINE HW BAD is THE SERVICE!!!â€ You can find all the details under complaint ID 1394994 #maf #Dubai #Panasonic #majid_alfuttaim @MajidAlFuttaim,Yes,Service Complaint,TRUE
2019-12-20 11:53:50+00:00,"@CarrefourUAE Very very disappointing and careless service ðŸ˜¡,i made 3 complaints about my #Panasonic washing machine,and no one call from ur merchant to fix it and u guys dosnt care. its the badest services ever",No,None,FALSE
2019-12-20 06:19:00+00:00,The latest The Photography Daily! https://t.co/9QpxLf3bCs Thanks to @CKofn @WoodbridgePatch @Kuronek19031906 #panasonic #assadwarcrimes,No,None,FALSE
2019-12-17 20:24:31+00:00,@PanasonicUK has anyone seen this issue with an OLED Panasonic tv? Lighter square in middle of the screen. @curryspcworld say itâ€™s not a manufacturing fault! #somethingwrong #OLED #Panasonic #fault https://t.co/Kflkf5kD6Q,Yes,Product Complaint,FALSE
2019-12-16 15:55:13+00:00,"Ex-FBI director Comey: 'I was wrongâ€™ to defend origins of Russia probe
 
 https://t.co/k0hVq8QeYD
 
 #Honda #Jaguar #Airbus #HSBC #Panasonic #Toshiba #EasyJet #Hitachi
 #P&amp;O #Sony #Lloyds #Barclays #AXA #UBS #Ford #EBA #Unilever #Schaeffler #Dyson
 #JPMorgan https://t.co/8q94XDdij7",No,None,FALSE
